Continent,Country,Province,Data Start Date,MAPE,Infection Rate,Median Day of Action,Rate of Action,Rate of Death,Mortality Rate,Rate of Mortality Rate Decay,Internal Parameter 1,Internal Parameter 2,Jump Magnitude,Jump Time,Jump Decay
Europe,Andorra,None,3/22/20,9.738344144,0.893215776,-41.51223266,0.763859027,0.110010481,0.065724093,0.134806308,0.124004708,1.962332915,0.156409321,91.81871164,1.057467668
Oceania,Australia,Australian Capital Territory,4/9/20,1.087418948,1.81644455,-27.11378485,2.095149825,0.308314242,0.010502773,0.162038171,0.014186179,0.002009038,1.162264924,66.20884163,1.135184637
Oceania,Australia,New South Wales,3/14/20,7.070910615,45.44373041,-0.009483514,292.2506031,0.048879319,0.01592217,0.139771438,8.933113807,0.028351421,0.826778478,88.69315813,0.745055899
Oceania,Australia,South Australia,3/22/20,3.377455975,0.001619598,-370.1521031,77.77323472,0.099972338,0.009166153,0.200570701,1.25190728,1.034742108,0.100407757,91.00595001,1.000010108
Oceania,Australia,Tasmania,4/9/20,2.285374617,0.002723347,-279.8974683,46.80391745,0.137333472,0.049578757,0.263516037,0.995545198,0.264495554,0.118266666,73.33763706,1.005481064
Oceania,Australia,Western Australia,3/22/20,7.202719678,0.448028094,-93.85620134,0.266731407,0.095126756,0.014189475,0.203444431,0.448417559,1.603957418,0.14675739,91.99526764,1.05963144
Europe,Belarus,None,3/30/20,13.88605634,0.617608378,0.098866805,0.332510029,0.950627275,0.004952116,0.153405159,15.28977717,0.041221103,0.0,84.46140912,0.934045972
North America,Canada,New Brunswick,4/6/20,32.67041084,3.560784481,-1739.120537,0.060659127,0.042137588,0.004075664,0.5,0.000230948,0.028395602,0.0,77.37906709,0.954666684
North America,Canada,Newfoundland and Labrador,3/27/20,4.349165857,0.001952426,-213.6721436,57.25614251,0.19821872,0.011683925,0.5,1.025119608,0.532477159,0.051801555,87.19642304,1.00029384
North America,Canada,Ontario,3/15/20,115.9346709,0.53275247,0.118743719,0.272524749,0.596912692,0.083732701,0.056540963,18.55819825,0.003981567,1.539427276,100.2542119,1.21116992
North America,Canada,Quebec,3/19/20,44.97732315,0.936241614,-4.068223071,0.764009759,0.079867585,0.11069799,0.047578148,0.141282675,10.34152325,0.0,94.11686672,1.011006872
Europe,Cyprus,None,3/23/20,4.765080886,2.569774622,-495.4332551,0.352805924,0.39646181,0.017595301,0.0,3.71107122,0.001413213,0.531888555,65.28166531,1.418312725
Europe,Czechia,None,3/13/20,59.97907181,0.419468393,-64.15263735,0.128890109,0.127718084,0.038217537,0.145555142,12.77357007,2.639509165,3.135646299,91.69834313,3.296098972
Europe,Denmark,None,3/10/20,57.53031568,0.582375426,0.011248462,0.528716057,0.637461628,0.051715547,0.053046623,1.83842599,1.592277602,2.273545477,96.09338675,2.341166799
